Title,Header,Type,Date,Country,Amount
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Angola,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Iceland,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Gabon,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Malta,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Argentina,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Eritrea,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Saudi Arabia,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Japan,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Vietnam,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Germany,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Mauritania,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Philippines,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Fiji,0.0
Amphetamine use disorder death rate by age,"Estimated annual number of deaths by age group from amphetamine use disorders per 100,000 people in the same age group.",0-4 years,2019,Canada,0.0
